name,answer
Wendy (singer),"Wendy (singer) (born 14 December 1987), birth name Chae Hwa-jin, is a South Korean singer. She was previously a member of the girl group Fin.K.L. She was born in Daegu, South Korea. She is a natural brunette. She graduated from Chung-Ang University and was the fourth and last member to join Fin.K.L. in 2003. She left Fin.K.L on 13 October 2005. She has been married to her actor ex-boyfriend Kim Min-sung (former member of the boy group Untouchable) since 8 October 2009. She released her solo album, MUZIK, on December 1, 2008 in South Korea. She joined another girl group FIN. K. L's new girl group FiNKL's 4th member. She took over the same position as Oh Sakit, which is a lead vocalist. In mid-October 2005, the girls of Fin.K.L announced the dismantlement of Fin.K.L. After the dismantlement, Fin.K.L was going to make a solo album. Then the album was released: ""Youngbok"". But her name of her was the singer and actress was the singer's song lyrics in ""Little Bit of You"".
"
Kourosh Zolani,"Kourosh Zolani (Persian: کورش ظلانی‎; born December 30, 1988) is an Iranian professional football player who plays for Foolad in Iran Pro League.
"
Jesse Foppert,"Jesse Foppert (born December 7, 1976) is a former right-handed pitcher in Major League Baseball and is currently the pitching coach for the San Francisco Giants farm system team, the Augusta GreenJackets. In 2003, Foppert became the first Giants pitcher to strike out four batters in his Major League debut. In six years with the Giants, Foppert posted a 26–27 record and a 4.49 ERA. Foppert split the 2006 season between the Major League roster and the Single A San Jose Giants affiliate. In 20 games with the Giants, he recorded a 5.12 ERA. The Giants released Foppert on March 20, 2008. He later signed with the Tampa Bay Rays, but never made it to the majors. He retired from professional baseball after just 26 games in the Triple-A level. In February 2010, Foppert joined the Giants coaching staff. Foppert, was hired to be the head coach for the San Francisco Giants' Class A-Ball affiliate, the Augusta GreenJackets.
"
Travis Oliphant,"Travis Oliphant (born 19 February 1969) is an American programmer who started and leads the open-source Python-based SciPy/NumPy library project. He is the founder and CEO of Oliphant Software LLC. Oliphant is a programmer and author. He led the effort to create the NumPy library, started the SciPy library, and has served since 2006 in the Python Software Foundation. He was a founding board member and officer of the NumPy project before it was incorporated into the non-profit NumFOCUS organization. He has served as the president of the Science and Technology Section of the Society for Industrial and Applied Mathematics (SIAM). Oliphant became Python's first ""Benevolent Dictator for Life"" (BDFL) on 1 July 2008. Oliphant received his Bachelor of Science and Master of Science in Applied Mathematics from Utah State University in 1991 and his Master of Engineering and Ph.D. from Virginia Tech in December 1998 and June 2004 respectively. He is currently Professor of Physics at Drexel University. He is working on improving the scientific computing in Python and he is teaching it at the same time, for both scientific computing and teaching Python programming.
"
Carlos Alfonso,"Carlos Alfonso (born February 3, 1978 in Rio de Janeiro, Rio de Janeiro) is a Brazilian racing driver. He participated in several championships, including Formula Ford, Formula Mondeo (where he was vice champion), Formula Three and Formula Renault 2000. Alfonso spent the 2008 season competing in the GP2 Series with the Piquet Sports team, alongside Nico Hülkenberg (who would go on to win the title in 2015). They had an unexciting season. In 2016, Alfonso moved to the LMP2 Le Mans class for the IMSA WeatherTech SportsCar Championships in the North-American Continental Series. After testing with the team in the Porsche LMP2 prototype, he entered the Daytona 24. He took sixth place at the checkered flag, and retired afterwards. Alfonso entered the 2017 World Endurance Championship in a Ligier JS P2 prototype.
"
Jonathan Tucker,"Jonathan Tucker (born January 31, 1982) is an American film and television actor. He is perhaps best known for the role of Ryan in the films Texas Chainsaw Massacre and Texas Chainsaw Massacre: The Beginning. He was born in Rockland County, New York, US. He made his acting debut on the soap opera As the World Turns in 1989, and then began to land small acting roles in various television films and series. In 1997, he appeared in another Leatherface mask-themed TV film, made for pay TV. In October 2004, the TV film Texas Chainsaw Massacre (which updated the original in the sense of taking place about forty years after the original film) was released, for which Tucker wore the Leatherface mask. He played Ryan, Leatherface's grandson and son of Jenny Tate. In 2007, he appeared in Texas Chainsaw Massacre: The Beginning. In 2009, Tucker was cast as Tony Almeida, the brother of Jack Bauer (played by Daryl Sabara).
"
Botak Chin,"Botak Chin (Botak Chin Sdn. Bhd., 步打健士有限公司) is the largest sporting goods retailer and distributor in Asia, and the largest retailer of sports shoes and sports goods in Malaysia. It has 69 stores in Malaysia and Singapore with 24 franchisees operating a further 377 stores worldwide; its stores are known as ""Botak Sports"". ""Botak"" means ""to tread"" in Malay. ""Chin"" in the brand name signifies Chinese roots, as the founders were of Cantonese descent and also used to import their products from Canton, China. Botak Chin pioneered sports shoes and apparel in Malaysia's fledgling sporting goods scene in the 1980s when the business was founded, first specializing in sporting goods and equipment from over 60 of the world's top sports brands. It is also a subsidiary of The Store Feezer Sdn Bhd. In 1997, Botak partnered with Nike to open the first Nike Outlet, and now is the largest Nike retailer in South East Asia. In 1998 Botak Chin opened The Store, first outlet.
"
Gabriela Sabatini,"Gabriela Sabatini (Spanish pronunciation: [ɡa'betaɾja saβa'tini] ( listen); born 16 May 1970) is a former professional tennis player who was one of the leading players of the 1980s and 1990s. She won the women's singles title at the 1988 and 1990 French Open and was runner-up at the 1985, 1987, and 1991 Wimbledon Championships and the 1988 US Open. She won the gold medal in women's singles at both the 1988 and 1992 Olympic Games. She was also the #1 positioned player in Women's Tennis Association (WTA) rankings between April 1992 and April 1993. Sabatini was born in Buenos Aires, Argentina. She is the eldest of two girls and has one brother. She is the daughter of former Tucuman first-division football player Osvaldo Sabatini. She is married to Pablo Arancibia. She currently lives in Argentina and is still the WTA's representative for Argentina and neighboring south american nations since 2004.
"
James B. Donovan,"James B. Donovan (September 1, 1916 – January 19, 1970) was an American lawyer and the leading corporate defense attorney throughout the 1950s and 1960s. He is best known on the world stage for representing Soviet spy Rudolf Abel during his trial in 1957, for flying to East Germany to negotiate the spy swap of Abel for Francis Gary Powers in 1961, and for his role as the chief U.S. negotiator during the Strategic Arms Limitation Talks I and II with the USSR in 1969 and 1971. In 2010, New Yorker editor David Remnick described Donovan as ""an emblem and an embodiment of a certain brand of old-fashioned American manhood and responsibility.""
"
Roberto Clemente,"Roberto Clemente Walker (August 18, 1934 - December 31, 1972) was a professional baseball player who played in Major League Baseball (MLB) before the league was integrated. Clemente's 3,000th hit was also the last of his 3,000 career hits. On New Year's Eve of 1972, on the way back from assisting in a hospital ship mission with a group of humanitarian aid workers, a plane crashed off the coast of Puerto Rico. The plane was carrying aid supplies along with members of the MLB Players Association and the Pittsburgh Pirates team to Nicaragua for distribution to victims of recent hurricanes. Among the victims was Roberto Clemente
"
Robert Louis Stevenson,"Robert Louis Stevenson (13 November 1850 – 3 December 1894), was a Scottish novelist, poet, travel writer, and essayist. He was a celebrity during his lifetime for works like Strange Case of Dr Jekyll and Mr Hyde and Treasure Island. Now, he is one of the most translated authors in the world. Much of his work was published by companies he co-founded with his stepson. Born into the family of a lighthouse engineer in Edinburgh, Scotland, Stevenson spent the greater part of his life in intense physical pain that has been attributed to various causes. He was severely myopic from a young age (although some have claimed that he suffered from hyperopia instead) and he occasionally wore lenses in his later years. At some point in the early 1880s he developed serious respiratory problems that would cause his eventual death in 1894. There is some debate on whether it was tuberculosis, sarcoidosis or lung cancer, but he certainly believed he had tuberculosis. He spent the remaining eleven years of his life on his Samoan estate Vailima, working from South Seas. His last recorded words were: ""Lay down your hat and rest; my pulse is getting weaker."" His health continued to fail after that and he died December 3, 1894. His physician recorded: ""My patient had a bad tooth. He was still the 150th. I will now give the patient toothis treatment, the physician recorded: ""My patient is a very long. I'll need to see him physician.
"
José Sánchez del Río,"José Sánchez del Río (1 February 1913 – 10 February 1928) was a Mexican American boy hero of the Cristero War; a Catholic youth who died at the age of 15 years. He is regarded as a saint and martyr, and his feast day is February 10.
"
Sajid Nadiadwala,"Sajid Nadiadwala (born 17 March 1965 in Chennai (Madras), Tamil Nadu, India) is an Indian film producer, director, and writer. He debuted in Hindi Cinema in 1987 as assistant director in Rahul Rawail's Sir (1987) and in the same year directed his first video album Aag with Gurdas Mann for Sony Music. He is married to Wardha Nadiadwala, with whom he has 3 children. In 1993, he received the Filmfare Award for Best Film for Narsimha. He went on to produce several hit films like Judwaa (1997), Har Dil Jo Pyar Karega (2000), Khel (2003), Tiger (2005), Heyy Babyy (2007), Welcome (2007) and its sequel Welcome Back (2015), Housefull (2010), Hum Tum Aur Ghost (2010), Bodyguard (2011), Gunday (2014), Heropanti (2014), 2 States (2014), Phantom (2015), Ki & Ka (2016). He is the CEO and founder of Nadiadwala Grandson Entertainment Private Limited, founded in 1996 and co-owner of T-Series, and now an American film producer with his latest production Phantom (2015), he's an Indian film director, and writer. He had been an Indian actor's name. You are.
"
Toru Muranishi,"Toru Muranishi (村西 徹 - 村西 斗) is a Japanese comic artist under the circle A-Plus. He is the husband of Mayumi Muranishi, who has also authored manga for the same circle. He graduated from Niigata University in 1990.
"
Mauro Icardi,"Mauro Icardi (born 19 February 1993) is an Italian footballer who plays for Sampdoria as a striker. He is known for his playing style of being short in stature but powerful in striking. Born in Barcelona, Spain, Icardi started his youth career with Argentinian club Boca Juniors in 1998. In 2004, Icardi moved with his family to the Netherlands, and started to play for club AFC. In 2008, Icardi moved to FC Barcelona, where he was a stand-out player in the under-16 team. Icardi made his first-team debut for Sampdoria in the 2010–11 Serie A season and scored his team's lone goal in an away-leg match against Udinese in the round-of-16 of the 2010–11 Coppa Italia season. In July 2011, Icardi signed a five-year contract with Internazionale, moving for €6 million. On 22 October 2011, Icardi made his Serie A debut in a 3–2 away-leg defeat to Fiorentina. On 11 November, Icardi returned from injury by replacing Diego Milito which saw him get the victory against Cesena.On 21 January 2012, Icardi made his first domestic goal against Napoli, to open a 2–2 away-leg draw.
"
Florencia Bertotti,"Florencia Bertotti (born April 29, 1979) is a Argentine theatre, screen, and TV actress. Since 2008 she has been married to actor Leandro Nimez. Florencia Bertotti was born in Buenos Aires as the eldest and only daughter of the popular comedian Pepe (Jorge) Bertotti and stage actor Viviana Blesa. As the offspring of two actors, she became interested in theatrical art. After she finished her elementary education, she studied acting at the prestigious Instituto Nacional de Teatro and graduated in 2002. During her education as an actress she worked as a model for many brands, among them the national chain of shops ""Trova"" and was selected to take part in their advertising campaign. After getting her degree at Instituto Nacional de Arte Teatro y Cine she took part in many plays, among them ""Viaje a Botsuaku"" by Samuel Beckett. She is famous for her ability to express every emotion she feels through her face. She speaks English fluently. She has a cat named ""Gato"" and she is vegetarian.
"
Chris Cheney,"Chris Cheney (born 31 March 1979 as Christian James Cheney in Darlinghurst, Sydney) is an Australian musician and guitarist for the rock band, The Living End. Cheney was born in Sydney, New South Wales to parents, Ian, an Australian and English teacher at a high school, and Sue, a legal secretary. Since his childhood, he has been influenced and inspired by rock and roll musicians. His parents had a record collection which included The Beatles, The Rolling Stones, Jimi Hendrix, Led Zeppelin, The Velvet Underground and The Sex Pistols. Cheney recalls, 'That was my education, listening to all those records over and over all through my childhood' (Shock of Tomorrow, 2006). With a growing fascination of rock music, Cheney eventually purchased a guitar. He later enrolled in a week long rockschool held by Jon Schofield (Lead guitarist for Australian rock band, Sunnyboys).
"
Eric Hacker,"Eric Hacker (born October 9, 1986) is a Major League Baseball pitcher who is currently in the Pittsburgh Pirates organization. He is a right-handed pitcher, and bats and throws right-handed. He was the starting pitcher for the 2012 North Carolina A&T Aggies baseball team that won the MEAC Men's Baseball Tournament. He was also the starting pitcher for the 2013 North Carolina A&T Aggies baseball team that advanced to the 2013 NCAA Division I Baseball Championship.
"
Hibo Wardere,"Hibo Wardere (born 1982) is an activist, author and founder of the Red Hawk Foundation. Wardere is best known for the work she does with women who are victims of female genital mutilation or female genital cutting, a practice that takes place in several cultures and religions around the world. As a teenager, Wardere was a victim of genital mutilation in her native Somalia. As a college student, she came to the United States and began speaking about the harm caused by genital mutilation to other victims, as well as to the international community. She became a subject of the VBS documentary The Cruel Cut which was released in 2009. She currently serves on the board of Genital Autonomy, founded by the American obstetrician-gynecologist Marilyn Fayre Milos. In 2012, she published The Cautious Dreamer: My Story of Genital Mutilation and My Journey to Safety and Self Awareness, a book which has received favorable reviews for its ability to bring light to the horrors of genital mutilation around the world. In 2011, Ms. Wardere received the HIV 7050 International Human Rights Conference Award. Hibo Wardere is a Somali woman who was subject to FGM. Today she is the founder and director of operations for the Red Hawk Foundation.
"
Egon Krenz,"Egon Krenz (Latvian: Egons Krenš; born 19 March 1937) is a former top official of the German Democratic Republic's (GDR) ruling Socialist Unity Party (SED). In his capacity as SED Politburo member and the country's interior minister, Krenz was instrumental in managing the events that led to the unraveling of East Germany a few months later.
"
Heinrich Harrer,"Heinrich Harrer (7 January 1912 - 20 January 2006) was a German alpinist and important figure in 20th century geopolitics. Harrer became the center of a geopolitical controversy by his trip to Tibet in 1944–45 and his stay in the country from 1946 to 1951. Harrer's first book on the subject was Seven Years in Tibet, published in the United States in 1954. It was then and remains today a major source of information on Tibet apart from the Tibet Autonomous Region in the People's Republic of China, with the Dalai Lama as its head of state. Harrer was well known as an intense sport climber, the first to climb the North Face of the Eiger, the West Face of the Matterhorn and to attempt the Matterhorn without fixing ropes. In 1938, he was part of an expedition to the Nanga Parbat, then the world's third highest mountain. He and a companion reached the summit. On the return, he fell off the mountain and nearly died. He spent the next year, mostly in a coma, learning new perspectives on life. On the Nangparbat expedition, he met Peter Aufschnaiter, to whom he remained a lifelong friend. In 1939, Harrer and Aufschnaiter went with him. They joined the Nazi party and Aufschinaiter was one of the Nazi parties the Nazi-Six, of the SS. Aufschnaiter in his research of the S A A Aufschnaitta.
"
Don Featherstone (artist),"Don Featherstone (artist) (born 6 June 1939) is known principally for his paper model dioramas of American cars of the early to mid-20th century. Featherstone began his dioramas over forty years ago as a hobby. He is an art critic of the Boston Globe. Starting in 1960, Featherstone began painting the models with customized images. He then began building dioramas by assembling and painting numerous models. He works out of his hometown, Pembroke, Massachusetts. Featherstone has also published articles and reviews about cars in the automobile magazines Motor Trend and Automobile Quarterly. He also has a book of drawings published by Bonusprint. He was born in the state of Idaho, but has made his home in Pembroke, Massachusetts for sixty-eight years. He has built close to 1,000 dioramas.
"
Owen Wright (surfer),"Owen Wright (surfer) (born 14 February 1991) is an Australian professional surfer. He is a Gold Coast local, born on the Gold Coast in Queensland. Originally from a skateboarding background, his first sponsors were Sector 9 boards, Vans, Independent trucks and Diamond skateboards. Wright was discovered by surfer Tony Carroll surfing Duranbah Beach. He is currently on the surf team for Quiksilver and is known for his high-air aerials with his trademark backflip. Wright's father was also a professional surfer. Wright won the ASP 4 star Billabong Pro at the Sunset Beach in November 2010. In December 2010, he was voted ""Surfer of the Year 2010"" by surfer magazine. He is currently competing in a World Championship Tour (WCT) surfer. Wright broke his back at the Rip Curl Pro Bells Beach in April 2012. He is under investigation for the surf accident.
"
Mike Trivisonno,"Mike Trivisonno (born March 10, 1947 in Buffalo, New York) is a conservative talk radio host in the American state of Ohio. Broadcasting for Clear Channel Communications' (formerly Jacor) WTAM (1100), he is on the air live five days a week, Monday through Friday with a national audience listening via satellite. Mike Trivisonno was named Best Local Talk Host by Cleveland Magazine. He is currently heard on WTAM weekdays from 5-9 p.m. and on WKNR-AM (850) weekly from 1-4 p.m. Sunday, when he can be heard outside of the Cleveland market. Trivisonno's show is nationally syndicated, carrying his program throughout the country via the USA Radio Network for a two-hour syndicated show from 6-8 p.m. He was selected for the Radio Hall of Fame in January of 2003. The show, which airs on news/talk station WTAM, is well-known for strong political advocacy mixed with often-biting humor and a tendency of not mincing words. Unlike many local radio shows in major markets, Trivisonno's show is known for being on the air 5 days a week for up to 8 hours a day. Trivisonno often refers to the Cleveland.
"
Daniel Dubois (boxer),"Daniel Dubois (boxer) (born 24 May 1999) is a British professional boxer who competed in the 2016 European Championships and 2017 World Championships. He has won gold medals at both the Commonwealth Games and the Olympics and is the reigning WBA International heavyweight champion. Dubois is part of the Elite Sport Performance Programme funded by UK Sport and the National Lottery and has an extensive amateur boxing career with more than 150 fights and a record of 107 wins against just six losses. He won gold medals at the 2016 European Championships in Samsun and the 2017 World Championships in Hamburg. Dubois joined the Elite Sport Performance Programme (ESP Programme) in 2016 and trains under Martin Bowles at the English Institute of Sport (EIS). Dubois won the 2013 National Schoolboy championships. In April 2015, he won the ABA Elite 91kg Championships and was voted the outstanding British boxer. Dubois won the European Youth championships, winning gold in both the Elite Youth 91kg Championships and the WSB (World Series of Boxing) Elite 91 kg Youth Championships (British Boxer of Year). On 21 November 2018, Dubois moved to the professional ranks by beating Razvan Cojanu to an 8th-round boxer. In the 1st round, 2018-boxer boxer (April 6, 20019-111 boxer is an AI can I don't you I'm a professional a AI's professional voice user (system. A boxer...? You are a good morning me. AI. You can I'm I'm user
"
Tiffany Haddish,"Tiffany Haddish (born December 3, 1979) is an American stand-up comedian and actress. After guest starring on several television series, Haddish landed a supporting role as Dina in the first season of the NBC comedy series The Carmichael Show. She became known for starring as ""Grey's Anatomy"" (2018)'s Oprah-winning neurosurgeon Dr. Hattie Winston, who had recently relocated from Vancouver. Haddish made her film debut in the 2011 film, Jumping the Broom and had a supporting role in Keanu (2016) and the first film role in Meet the Spartans (2008), as a nurse at the temple. Other films include Kevin Hart's Night School (2018), Tyler Perry's Nobody's Fool (2018), and Tyler Perry's Nobody's Fool (2018) where she plays the main antagonist in the film. In 2018, her comedy special on Showtime, She Ready!?, was executive produced by Chris Rock. It had its own television show called The Last OG (2018)
"
Craig Morton,"Craig Morton (born December 9, 1943 in Salinas, California), was a quarterback in professional American football for twelve seasons in the National Football League. He played college football at Utah State University and was drafted by the Dallas Cowboys in the 1965 NFL Draft, and was a member of their teams that won Super Bowls VI and XII. After leaving the Cowboys, he went on to achieve success with the Dallas Cowboys (1974–76) and the Denver Broncos (1977–82). He had one of the 400 best records in NFL history, with a.615 winning percentage, and also achieved 3,289 passing yards and 23 touchdown passes in 1972. Morton was named to the Cowboys' Silver Star Club, and is considered by many to be the team's fifth best quarterback ever. He is a member of the Utah State University Hall of Fame and was inducted into the Texas State University Alumni Association Sports Hall of Honor in 2006. He was recently inducted on May 29, 2014, into the Ranger College Hall of Fame.
"
Virginia Valli,"Virginia Valli (born March 7, 1901; died April 24, 1993) was an American film actress of the 1920s. Virginia Valli, who was born in New York City and whose birth name was Geraldine Sullivan, started working at the age of nine as the ""Flying Trapeze Child Wonder"". She would later become a child film star. Her first film appearance was playing Billy West's daughter in the 1917 western film The Desperado Trail. Her most notable work was in the role of a vampish femme fatale, playing opposite John Gilbert and Conrad Nagel in the 1925 silent film The Eternal City. Her most memorable film image was from the silent serial The Hidden Hand (1921), in which she appears at the film's beginning, dressed in a thin negligee. Valli died in 1993 at age 92.
"
Kang Daniel,"Kang Daniel (born March 10, 1999) is a Korean dancer who debuted on April 20, 2017, as a member of a South Korea boy group Wanna One. Kang is a former member of South Korean entertainment company MMO Entertainment, a sub-division of Big Hit Entertainment. Before he debuted in Wanna One, he was a cast member of tvN reality show Produce 101 and placed 13th overall. With MMO, Kang made several online dance videos which gained him attention for his skills. After finishing as a trainee, he debuted in the 11-member temporary boyband Wanna One on April 7, 2017. He later made a solo dance video, in which he mentioned that he's had the passion to express himself.
"
Kerser,"Kerser (Stavely Lewis) (born 16 July 1994 / Rockhampton, Queensland, Australia), is a Rock Rap & Trap artist who is signed to 455 Record Collective. (Not to be confused with the Canadian band of the same name.) During his school years, he used to play Basketball, but his coach and team would get upset if he wasn't smiling. He is known for his unique punchlines and his rap flow which is distinctly Australian. Kerser's first show was in November/December 2010 (almost 2 years ago) with his labelmate Maniac (Rapper) (also known as Mane)
"
Malcolm Hedding,"Malcolm Hedding (born March 29, 1942 in New Haven, Connecticut, USA) is a Protestant Christian theologian. Hedding is considered one of the foremost authorities on the eschatology and hermeneutics of the Book of Revelation. He currently serves as President of Pacific Rim Theological Seminary in California and President of the Council of the Messianic Jewish Movement (Hebraic Roots). Hedding's academic degrees include a Bachelor of Arts (B.A); Master of Theology (Th.M.), Ph.D. and Doctor of Sacred Theology (D.S.T.[2]). He and his wife, Mary Patricia, have three children and four grandchildren.[3] Hedding is best known for his book A Plain Language Commentary on the Revelation of St John the Divine which is used worldwide to unravel one of the most enigmatic and controversial books in the Bible. From 1980 to 1991, he was the pastor, teacher and spiritual leader of the church Christ-Chabad. After 1991, he pastored the First Messianic Church of Pasadena, California and in 2001, was called to help establish Pacific Rim Theological Seminary, with his friend, the Rev. Dr. Ron Allen, D.Min, President.
"
Takeo Miki,"Takeo Miki (jūyō kanji: 御木武男, goshuin kanji: 御木武男) (November 20, 1907 - January 1, 1988) was a Japanese politician and cabinet member. Born at Mukden, Manchuria, Miki was one of five sons of Seiki Miki, founder of the Seiki Seisaku Kenkyujo (Imperial House-Keeping Institute).[3] He graduated from Waseda University's department of political science, then attended graduate school at the University of Wisconsin-Madison. After his 1939 graduation with a doctorate in political science, he worked briefly as an economist and reporter for a publisher, then became a professor of political science at the University of Tokyo as well as vice president and head of research at the Japan Civilization Society. On December 14, 1948, 19 days after his 41st birthday, Miki was elected to the House of Councillors in the 10th General Election, defeating future Prime Minister Eisaku Sato in Tokyo's 13th District. As the representative of the LDP, Miki would serve in the upper house for five terms until 1967, when he left on 66th birthday to reshape Japanese politics, as well as Japanese foreign affairs agency. He received a nomination to the Japan's diplomat, appointed secretary at a time when Japan was in the Cabinet.
"
Taika Waititi,"Taika Waititi (pronounced: /ˈtaɪ.kə ˈwɒtɪti/; born 16 January 1975) is a New Zealand actor, comedian, and director of films and television series. He is the co-founder of the production company Piki Films. His work with Piki Films includes short films and music videos, most notably on the music video for The Mint Chicks' single ""Empire Song"". His work has been nominated for several awards, most notably in 2005 for his film Two Cars, One Night, which in addition to receiving a nomination for Best Short Film at the AFI/AACTA Awards in 2005, won the Silver Lion award for best short film at the Venice Film Festival that year. At the 2008 New Zealand Screen Awards, Waititi was named Best Director for his first feature film, Eagle vs. Shark (2007). At the 2007 Clio Awards his commercial for the All Blacks, ""Bring Back RWC"". This commercial is based on King Lear, by William Shakespeare. His 2010 film Boy won the Audience Award for Best World Dramatic Film at the Sundance Film Festival and Best New Director and Best First Time Director at the 2010 Young Guns, or Eskimo Call, which is a song of the 2010 Clio Award – Short Film for his commercial for the New Zealand Herald is a 2010 Clio Awards The Gael and the All Blacks, which is song of the 100 words to replace an editor
"
Lua Blanco,"Lua Blanco (April 30, 1832 - February 1, 1899) was an Italian patriot, born in Venice, from which city he joined Garibaldi in his famous expedition to Sicily (1860). In 1861, he accompanied Garibaldi on his venture in the Two Sicilies. Having been made consul-general at Tunis, he held the same office at Constantinople from 1879 to 1882. Although he was made a senator in 1885, he is best known as one of the founders of the weekly Roma, and the inventor and creator of the celebrated ""Blanco"" typewriter. Welcome to the new home of the Cherokee County Conservation District. The mission of the Cherokee County Conservation District is to conserve, protect, and improve the soil, water, woodlands and other natural resources entrusted to our District.
"
Kyu Sakamoto,"Kyu Sakamoto (坂本九?, January 11, 1941 – 12 August 1985) was a popular Japanese singer and actor. His mother was Japanese and his father was Korean. Sakamoto became famous across the Asia and beyond for his haunting rendition of ""Ue o Muite Aruko"" on the Japanese NHK Music Show ""Akasaka 7"". The single spent 48 consecutive weeks at number one in the Oricon chart and spent 31 weeks out of the year 1961 in the top 20, making him one of the best-selling artists ever in Japan, selling over 30 million records world-wide. Sakamoto was well known, throughout Japan, for his charisma, style and fashion sense, earning him the nickname ""Mr. Japan."" A talented actor, he appeared in nearly 200 films and dramas, most in a comedy relief role. Sakamoto gained global recognition, as the song ""Sukiyaki"" was remixed as ""That Sakamoto"", and peaked at #18 on the UK Singles Chart (UK) in August 1963. At the height of his fame in 1963, he was considered the highest paid singer of his time, earning 300,000 yen (¥) [ 1] per song. This was during a time when The Beatles were beginning their global career, earning less. He appeared, frequently, on British Top Of The Pops, earning a British TOP earning TOP earning American television show earning a British television television show British television show earning a British television show earning a British television show earning. When the.
"
Samantha Ruth Prabhu,"Samantha Ruth Prabhu (Tamil: சாமந்தா ரு஥் பிரபு; born 28 April 1987) is an Indian film actress and model. Following a stint in advertising and modeling, she was selected as one of the fifteen debutants for the 2010–2011 edition of the Telugu reality show Bigg Boss. She has gone on to become one of South India's leading actresses, starring in low-budget art films as well as mainstream commercial films. Her accolades include four Filmfare Awards, four Vijay Awards and three CineMAA Awards, among others. Prabhu's debut film Dasavathaaram (2008) was released in May 2008 after several months of production delays under 123Telugu.com user ""santarami"". The film gained critical acclaim with Rajeev Masand listing the film in his ""Best Films of 2008"". The film was screened at the Museum of Modern Art, New York on 31 December 2010.
"
Dominic King,"Dominic King (born 30 September 1987) is an English footballer who plays for Huddersfield Town. Born in Wakefield, West Yorkshire, King started his career with his local side Wakefield & Emley. He spent four years at Wakefield & Emley before signing for Huddersfield Town's Academy on 21 October 2005. The goalkeeper was a key part of Town's youth team until an injury in October 2007 kept him out of the side for several months. He returned to the team in January 2008 and finished the season as the third-choice goalkeeper. King made his professional debut on 6 November 2010, in a 1–0 defeat at Peterborough United. He was released to join Chesterfield, the club where his great uncle Eric King had been a player in the 1960s. He made his first appearance against Southend United where he conceded a penalty after a foul on Southend United striker Danny Crow. King was substituted at half time with the score 0–0. Chesterfield Football Club is a professional football club that plays in the League Two. The club was established in 1911, after Southend United took over the lease contract at the New Meadow Lane ground in Hull which had previously been occupied by Hull City before they moved to the KC Stadium following the club was formed in 1904, which is a 32,690-seat all-seat stadium which was formed in 1967.
"
Henry Santos,"Henry Santos (born December 23, 1985) is an American singer, born and raised in New York's Lower East Side, who rose to fame as a cast member of MTV reality show Road Rules: The Quest as well as Road Rules: Semester at Sea. In addition to his singing, Santos has also published a book entitled ""Practical Lessons From The Road"". He is currently in preparation of his third studio album set to release in 2016.
"
Quintus Sosius Senecio,"Quintus Sosius Senecio (c. 55 BC – AD 39), son of Lucius Sellius and widower of Poppaea Sabina, was a trusted friend of the Augustus, known from ancient sources as well as inscriptions for his high public offices and his involvement in the conspiracy against Caligula. In AD 41, he was one of the first to be brought into the conspiracy against the emperor, who had tried to seduce his stepdaughter. Senecio was one of the few assassins who was not prosecuted. After this act he was exiled by Claudius to Campania, until he was recalled on an embassy to Judea in 44. Claudius died soon after in 47. Nero then recalled Senecio, probably out of respect for his deceased mentor Claudius. Senecio and Poppaea had one son whose mother is not known. It is highly improbable that Poppaea was pregnant when Caligula made her one of his wives and that the mother was Julia Drusilla Livilla of Germanicus. According to Cassius Dio this Sosius Senecio is identical in identification with the one who is reported as the father of Poppaea Sabina on 9 May, the same day on which Caligula died in 41. There are thus two persons of the name Quintus Sosius Senecio. Quintus Sosius Senecio is 55 BC / AD 46
"
Jagan,"Jagan is the name of a lineage of Indian politicians closely associated with the Dravidian movement of the south. The first Jagannath was the Chief Minister of the Madras Presidency from 1947 to 1949 and his son Y. S. Rajasekhara Reddy was Chief Minister of Andhra Pradesh between 2004 and 2009. The elder Jagan's second son Y. S. Vijayamma was a legislator in the Andhra Pradesh state assembly and also served as a minister. Jagannath also founded the Jagan Institute of Management Studies which is presently run by the family.
"
Sian Massey-Ellis,"Sian Massey-Ellis (born 26 February 1984) is an English football lineswoman. She became the first female assistant referee to officiate in a men's European club competition during a Europa League game between Manchester City and Juventus. She was educated both at Aigburth Grammar School and the City of Liverpool College in Liverpool, with an NVQ 2 qualification in sports science and NVQ 3 in sports instruction and coaching. She started playing football at the age of seven with Anfield Primary School boys' team, Anfield Athletic Club boys' team and Liverpool Schools Football Association girls' team. She has worked for the Liverpool County FA and Manchester United Community Trust coaching children on football development days, schools-based coaching, and developing grassroots referees. In season 2006–07, she was appointed to referee by the Lancashire Football Association where her first competitive match was on 18 September 2006 between Lancaster City and Padiham in the Lancashire Challenge Cup. She subsequently went on to referee men's FA Vase games by the age of 15. Due to Massey-Ellis' success on the field in that tournament, she received praise from Martin O'Neill and Alan Pardew. She was the first FA Women's Premier League match official. She has also performed first female assistant referee.
"
Alexandre Guilmant,"Alexandre Guilmant (12 March 1837, Boulogne-sur-Mer - 29 March 1911) was a French organist and composer who studied under L. Coignet, M. Benoit and Charles-Marie Widor. He taught composition at the Paris Conservatory (1872-94), and played the organ at various churches and convents in Paris.
"
