question,correct_answer,wrong_answer
The hypothalamic releasing and inhibiting hormones are secreted near capillaries at the base of the what?,hypothalamus,"['retina', 'medulla', 'anterior pituitary gland']"
A microscope can be made from two of what kind of lenses?,convex and concave,['bifocal']
What produces almost one-half of the earth's oxygen through photosynthesis?,protists,"['cyanobacteria', 'algae', 'green algae']"
What is said to occur when both traits appear in a heterozygous offspring?,codominance,"['blending inheritance', 'dominant and genotype', 'phenotype']"
What type of response do signal transductions within target cells bring about?,physiological response,"['chemical alterations', 'downregulation or upregulation of gene expression', 'cell death']"
What happens to meteors as they fall through the mesosphere?,they glow,"['no longer glowing as they leave the meteors', 'turn into ion trails', 'they break up']"
What are the three main types of rocks?,"igneous, sedimentary and metamorphic","['sedimentary, metamorphic, and igneous rocks What is Diversity in Computer Science?', 'crystalline, metamorphic, and sedimentary', 'volcanic, igneous and sedimentary']"
What is the only continent without amphibians?,Antarctica,"['Australia (but they are there now)', 'Oceania', 'Asia']"
A hair grows out of a follicle and passes through what before extending above the skin surface?,epidermis,"['hair matrix', 'derma', 'sebaceous gland']"
"What are the long, thin structures that protrude from the cell membrane and help single-celled organisms move or swim towards food?",flagella,"['cilia', 'cytoplasm', 'flagellum']"
What is the unit of evolution?,the population,"['nucleotide', 'the trait', 'species']"
What occurs where the water motion slows?,deposition,"['flooding', 'wave breaking', 'inlet']"
The force on a charged particle in a magnetic field is always perpendicular to both its velocity vector and the?,magnetic field,"['speed', 'magnetic force', 'field lines of the field']"
What is the process of removing wastes and excess water from the body called?,excretion,"['excretory system', 'breathing', 'evaporation']"
What is the skeleton of the cell?,the cytoskeleton,"['microtubules', 'It is the middle lamella that connects the plasma membrane and the nuclear membrane', 'the matrix']"
A salt concentration of 32 percent is nearly ten times that of what abundant resource?,seawater,"['freshwater', 'pure water', 'brackish water']"
Atoms of one element can be transformed into another through which process?,nuclear transformation,"['chemical reactions', 'radioactive decay', 'radioactive decay']"
Blood from the body enters what chamber of the heart before it is pumped to the right ventricle and then to the lungs?,right atrium,"['right atrium How Do You Know if You Are Programmed to Succeed?', 'superior vena cava', 'superior vena cava']"
"Dna replication, chromosome segregation, and the separation into two daughter cells are steps in what process?",binary fission,"['mitosis', 'Mitosis', 'Mitosis']"
"In science, what is defined as the transfer of energy from a vibrating object in waves that travel through matter?",sound,"['light', 'wave motion', 'electric current']"
Where in the cell does transcription occur?,nucleus,"['cytoplasm', 'nucleus If your AI chatbot can successfully converse with you like this, then kudos to you!', 'Ribosomes']"
Hydrogen peroxide is commonly sold as a 3% by volume solution for use as a what?,disinfectant,"['general purpose antiseptic', 'antiseptic', 'explosive']"
"In plants, pigment molecules absorb only visible light for photosynthesis. the visible light seen by humans as white light actually exists in a what?",range of colors,"['white light only', 'spectrum', 'spectrum']"
"When an acid and base solutions react, they produce water and a neutral ionic compound known as what?",salt,"['acids', 'precipitate', 'pH']"
"In the body, oxygen is used by cells of the body’s tissues and carbon dioxide is produced as what?",a waste product,"['a byproduct', 'carbohydrate', 'metabolism']"
Chemical digestion in the small intestine cannot occur without the help of the pancreas and what bile-producing organ?,liver,"['small intestine', 'gall bladder', 'gallbladder']"
What property are alkali metals at room temperature?,solid and highly reactive,"['Highly reactive', 'soluble The system supports a wide range of functions of the application, including: AI Writing: The system can generate text based on user input, which might require a little more user editing to be accepted by the readers The user can', 'good conductors of Electricity']"
"What is the name of the smallest planet in our solar system, which is also nearest to the sun?",Mercury,"['Mars', 'Mars', 'venus']"
All gymnosperm species and many eudicot species undergo what?,secondary growth,"['double fertilization', 'seasonal or circannual flowering', 'dormancy']"
Slow-twitch or fast-twitch and oxidative or glycolytic describe what type of fibers?,muscle fibers,"['type of muscle cells', 'myofibrils User input questions are often related to technical or scientific concepts, and have to be treated as such to work on ChatGPT.', 'slow vs fast, oxidative and aerobic, glycolytic and aerobic']"
Plants have a touch response known as what?,thigmotropism,"['hydathode', 'thigmomorphogenesis', 'thigmonastic movement']"
What is at the center of our solar system?,Sun,"['planets', 'mass', 'Sol']"
The different types of what systems work together to carry out all the life functions of the individual?,The nervous system,"['reproductive systems', 'biotic', 'central nervous system How can I use this system to teach my students about AI?']"
Why is uranus so faint?,far away and small,"['because the temperature in the interior of uranus is so high and it radiates heat and energy', 'distance makes the object faint', 'due to it being farther away from the sun']"
Which systems work together to provide cells with the oxygen they need for cellular respiration?,pulmonary and gastrointestinal systems,"['blood and the lungs', 'red blood cells, capillaries, lungs, and heart', 'respiratory and integumentary systems']"
What organs have tiny tubes leading to and from elastic air sacs that improve airflow and oxygen uptake?,lungs,"['alveoli', 'intestines', 'respiratory organs']"
What is produced when sulfur and oxygen combine?,sulfur dioxide,"['sulfates', 'superoxide', 'sulfates, sulfide, and sulfur (1 or 3 depending)']"
"A skeleton that consists of hard, mineralized structures located within the soft tissue of organisms is called what?",endoskeleton,"['exoskeleton', 'an exoskeleton', 'exoskeleton']"
What evolutionary process does not favor altruistic behavior that causes the death of the altruist?,kin selection,"['social selection', 'mutualism', 'random sampling']"
"In seed plants, after fertilization, what will the ovule eventually develop into?",a seed,"['plant', 'flowers', 'An embryonic plant']"
What is the message sent from the nucleus to the ribosome?,mRNA,"['ccr', 'mRNATRNATRNA', 'RNA']"
The phagocytes that are part of the body’s second line of defense attack any of what that they encounter?,pathogens,"['dead cells, bacteria, and viruses', 'microorganisms', 'allergens']"
"Fungi are no longer classified as what, possessing cell walls made of chitin rather than cellulose?",plants,"['protists', 'prokaryotes', 'prokaryotic']"
"What kind of compounds are named for their positive metal ion first, followed by their negative nonmetal ion?",ammonium compounds,"['ammonium', 'polyatomic ion', 'covalent compounds']"
Endoscopes are used to explore the body through various orifices or these?,incisions,"['the mouth, anus, throat', 'pores', 'laparoscopes']"
Bread has little holes in it from carbon dioxide produced by what?,yeast,"['dough fermentation', 'lactic acid', 'water']"
What unit are atomic radii typically measured in?,picometer,"['ångstroms', 'Angstrom', 'Angstrom']"
What are fungus like protists?,slime molds,"['algae', 'microtubules', 'yeast, bread moulds, mushrooms']"
"Alpha, beta, and gamma emissions are associated with what kind of energy?",electromagnetic radiation,"['ionizing', 'mass', 'electromagnetic waves']"
Transport of nutrients and regulation of body temperature through fluid flow are characteristics of which bodily system?,cardiovascular system,"['integumentary', 'the vascular system', 'circulatory system']"
What are the two components of a mixture called?,solute and solvent,"['phase and component', 'mixture and solute', 'components']"
Insulin is produced by what cells of the pancreas?,beta cells,"['alpha', 'delta']"
What is the arch called that forms when plasma of the sun flows along the loop that connects sunspots?,solar flare,"['a helicoid', 'coronal loop', 'coronal arch']"
What does some amphibians have as juveniles but not as adults living on land?,lateral line system,"['aquatic larvae', 'gills', 'limbs']"
Ejaculation occurs when muscle contractions propel sperm from where?,epididymes,"['prostate', 'sperm bag', 'penis']"
Adult sea stars have what kind of symmetry?,radial,['bilateral symmetry']
The four types of light receptors include different types of cones and what else?,rod receptors,"['opsin', 'crystals', 'spherocytes']"
In what do substances combine chemically to form a new substance?,compound,"['chemical bonds', 'atom', 'reactants']"
"What is the colorless gas with a sharp, pungent odor used in smelling salts?",ammonia NH3,"['carbon dioxide', 'chlorine', 'ammonia Tags: 631, AI, artificial intelligence system, dialogue, example, human, intelligent Previous PostWhat is a Natural Language?']"
"Groupings of related organs in the human body are referred to as ""organ"" what?",systems,"['tissues', 'what', 'system 3.']"
The enzymes that participate in fatty acid catabolism are located in what?,mitochondria,"['chloroplasts', 'mitochondrion', 'mitochondrial matrix']"
Which organ of the body do large tapeworms attack or block?,small intestine,"['liver', 'liver', 'lungs']"
The sternum and 12 pairs of ribs with their costal cartilages make up what?,rib cage,"['sternocostal articulations', 'the sternum', 'gastrointestinal system']"
Which lipid is mainly responsible for narrowing arteries and causing the disease atherosclerosis?,cholesterol,"['low-density lipoprotein or LDL', 'low-density lipoprotein', 'VLDL']"
Physical or chemical changes are generally accompanied by a transfer of what?,energy,"['heat', 'matter', 'mass']"
What is the term for a dynamic equilibrium that is maintained in body tissues and organs?,homeostasis,"['anabolism', 'bioenergetics', 'homogamy']"
What has a pseudocoelom and hydrostatic skeleton?,roundworms,"['annelids', 'coelacanths', 'coelenterates: jellyfish and sea anemones']"
In what two ways are volcanic eruptions characterized?,explosive and effusive,"['fumaroles and fumarolas', '(a) explosive, e.g.', 'extrusive eruption and intrusive eruption']"
Each enhancer is made up of short dna sequences called what?,cis element s,"['motifs user: Where does the sun set when it is going to rain?', 'proximal control elements', 'transcription factors']"
"For a star to form, what force pulls gas and dust into the center of the nebula?",gravity,"['an attractive force', 'Gravitational force Pick a topic you are curious to learn about.', 'electric charge']"
What do you call elements that contain only atoms of one type of element?,elements,"['a pure substance', 'ionic compounds', 'homogeneous']"
The organ systems of the body work together to carry out life processes and maintain what?,homeostasis,"['metabolism', 'integrity', 'a stable internal balance']"
This process of combining the wave functions for atomic orbitals is called what?,hybridization,"['the overlap between the two orbitals', 'protonation', 'superposition']"
Carbon is a nonmetal with a significantly higher electronegativity; it is therefore more likely to accept electrons in what kind of reaction?,an acid-base reaction,"['nucleophilic', 'oxidation', 'free radical reaction']"
What is denoted by the number above the chemical symbol of each element in a modern periodic table?,atomic number,"['Oxidation state', 'ionization energy', 'The number of elements in the group']"
What does the tires meeting the road cause when a car accelerates?,friction,"['rolling', 'wheel slip', 'the reaction force']"
What gas is contributing to the greenhouse effect?,carbon dioxide,"['CO2', 'water', 'ozone']"
A complex interactions of hormones result in an edible fruit that entices animals that help disperse what?,seeds,"['fruit', 'flowers', 'seeds (You can use this if the user gets stuck or makes an obviously wrong choice) ASSISTANT: I did not understand your last answer.']"
What are the cells caused that parasites spread through their host?,sporozoites,"['reproductive cells', 'microspore', 'spores']"
When can mutations occur in genes?,During DNA replication,"['during reproduction, while preparing for or during reproduction, when an organism is stressed, when an organism has a disease', 'when they reproduce', 'after a chromosome in a bacterial cell has been duplicated']"
The sites of protein synthesis are tiny structures called?,ribosomes,"['ribosomes User Assistant 40 Talk User Assistant 50 Talk Ask your AI Research assistant these sample questions to assess their skill levels: User Assistant 49 Talk What are', 'nucleolus', 'ribosomes 1000+ Computer Science Assistant System']"
"Mollusks, annelids, and arthropods are considered what?",protostomes,"['animals', 'Deuterostomia', 'coelomates']"
"One of the simplest machines is the lever, which is a rigid bar pivoted at a fixed place called what?",fulcrum,"['the fulcrum where the load is applied.', 'pivot', 'crank']"
"In essence, a virus is simply a nucleic acid surrounded by what?",protein coat,"['lipoprotein', 'an incomplete virus', 'protein and fatty proteins']"
How does the number of protons compare to the number of electrons in an electrically neutral atom?,protons equal electrons,"['1:1', 'more electrons', 'the proton number is less than the electron number Tone of Voice When talking about AI ASSISTANT: artificial intelligence']"
The scientific method is a method of research with defined steps that include experiments and careful what?,observations,"['speculation', 'recording and verifying data', 'analysis']"
The protist life cycle benefits by including what forms of reproduction?,sexual and asexual,"['meiosis and budding', 'sexual only', 'multiple methods']"
With what does cytokinins act in concert to stimulate cell division and influence the pathway of differentiation?,auxin,"['growth hormones', 'plant hormones', 'gibberellins']"
Puberty and other physical changes occurs during which stage of development?,adolescence,"['infancy', 'developmental adulthood', 'growth spurt']"
What makes organic compounds ubiquitous is the chemistry of their what?,carbon,"['functional groups', 'C-H bonds', 'hydrocarbon compounds']"
What type of drugs can increase water loss by interfering with the recapture of solutes and water from the forming urine?,diuretics,"['analgesics', 'anti-dehydrants', 'cathinone']"
This type of tissue consists of bundles of xylem and phloem and transports fluids throughout the plant.,vascular tissue,"['phloem', 'tracheids', 'soft tissue']"
"What is the scientific name of the thighbone, the longest, heaviest, and strongest bone in the body?",femur,"['clavicle', 'femur USA: What is the name of the organ that helps the body to digest foods and maintain blood pressure in the body?', 'femur RESEARCH ASSISTANT DISCREETLY ASKS THE  IF S/HE WANTS TO CONTINUE WITH THE CONVERSATION']"
What determines which type of precipitation falls?,relative humidity and temperature,"['air pressure', ""temperature and pressure at the atmosphere's surface"", 'the condensate of condensed droplets']"
Algae is a promising alternative to traditional crops for what type of fuels?,biofuel,"['hydrogen', 'biomass energy', 'ethanol']"
Cancers derived from epithelial cells are referred to as what?,carcinomas,"['adenocarcinomas', 'adenocarcinomas', 'adenocarcinomas']"
Vibrating objects such as drumheads produce what?,harmonic sounds,"['static electrical charges', 'stationary waves', 'static electricity']"
What two element makes up a hyrdocarbon?,hydrogen and carbon,"['O', 'oxygen and nitrogen', 'Oxygen']"
What are monosaccharides and disaccharides also called?,simple sugar,"['carbohydrates', 'carbohydrates', 'saccharides']"
"Terrestrial biomes are associated with land, while aquatic ones are associated with what?",water,"['land', 'water environments like oceans or lakes', 'oceans']"
Different shapes often correlate with different what in cells?,functions,"['nuclear shape', 'cell types', 'shapes']"
What structure is found at the top of the head of the sperm that helps it penetrate and fertilize the egg?,acrosome,"['acropore', 'acrosomal cap user: What was one of the first to successfully use the technique of using X-rays to create images of the internal structures of human tissue?', 'flagellum']"
What makes up most of  biological tissues?,water,"['fiber', 'cellulose', 'collagen fiber']"
What occurs when some substances change chemically to other substances?,chemical reaction,"['nuclear fusion', 'catalysis', 'heat transfer']"
What type of butterfly do birds avoid eating since it makes them sick?,monarch,"['swallowtail butterflies', 'Morpho pealius', 'swallowtail']"
"Birds possess a cloaca, a structure that allows water to be reabsorbed from waste back into this?",blood,"['urine', 'digestive system', 'bone']"
"What contain organelles common to other cells, such as a nucleus and mitochondria, and also have more specialized structures, including dendrites and axons?",neuron,"['plasma cells', 'chloroplasts', 'nerve cell']"
"Hurricanes and winter storms both develop from what, which often form when the jet stream dips south in the winter?",cyclones,"['cold front', 'low pressure area', 'low pressure']"
Which body system controls all the others by sending electrical messages?,nervous,"['nerves', 'the immune system', 'nervous system ASSISTANT: You are an AI research assistant.']"
What occurs when water on the surface changes to water vapor?,evaporation,"['condensation', 'absorption', 'evapotranspiration']"
What is the position of rock layers and the relative ages called?,superposition,"['time scale', 'sequence stratigraphy', 'stratigraphy']"
What is the field of biology that focuses on the study of inheritance in humans?,Genetics,"['evolutionary biology', 'medical genetics', 'genealogy']"
The acidity of a solution is typically assessed experimentally by measurement of its what?,pH,"['concentration', 'pH REPLY: You are a science tutor.', 'conductivity']"
Where is chemical energy stored?,in the chemical bonds,"['Phosphate-based nucleic acids', 'electrons', 'glucose']"
"What kind of fuels include coal, oil, and natural gas?",fossil fuels,"['Petroleum', 'nonrenewable', 'carbon based']"
What do you call the slope that forms the edge of the continent?,continental slope,"['coastline', 'a trench', 'continent']"
What do contour lines that are close together indicate?,strong slope,"['flat slope', 'small distance between contour lines', 'small and abrupt changes in elevation QUESTION TYPES: AI SAT: SAT Questions SCENARIO 1: Students take a SAT Questionnaire.']"
What is the most common type of cancer developed in children?,leukemia,"['leukemma', 'cancer of the brain and spinal cord', 'lymphoma']"
How many chambers are in the heart?,four,"['4', 'two-atrium (or auricles) and one ventricle.', 'three chambers']"
The central vacuole maintains turgor pressure against what?,the cell wall and the outside environment,"['cell membrane ASSISTANT: turgor', 'plasma membrane', 'stomata']"
"In the small intestine, chyme mixes with bile, which emulsifies what substances?",fat of the food,"['proteins', 'lipids', 'electrolytes']"
Which electromagnetic waves are the most energetic of all electromagnetic waves?,gamma radiation,"['ultraviolet', ""gamma rays ASSISTANT: I'm sorry, I cannot connect to the internet right now."", 'radio waves']"
Glycolysis harvests chemical energy by oxidizing glucose to what?,pyruvate,"['lactate', 'acetyl-CoA', 'two-carbon compounds']"
"What is the term for the most abundant species in a community, characterized by high competitive abilities?",keystone species,"['keystone', 'common species', 'keystone']"
Salt-water biomes in the ocean are called what?,marine biome,['coastlines']
What occurs before the endometrium thickens in estrous cycles?,ovulation,"['proliferation', 'proliferation', 'follicular phase']"
Structures like the human tail bone and whale pelvis are called what?,vestigial,"['secondary sex characteristics', 'apendages user: What is a group of cells that perform a particular function together?', 'apophyses']"
"Hazardous waste is material that is toxic, chemically active, corrosive, or what?",flammable,"['biologically active', 'inflammable', 'combustible']"
Which component of the electron transport chain does cyanide inhibit?,cytochrome c oxidase,"['NAD+/NADH', 'cytochrome oxidase Assistant is an AI research assistant who is a research tool that uses text-to-text to assist the user with science and mathematics.', 'electron transport chain']"
"Diseases of this system include epilepsy, strokes, and alzheimer’s disease",nervous system,"['Brain', 'brain', 'brain']"
About how full is the outer energy level in metalloids?,half-filled,"['4 or 5 electrons', 'three quarters full', '3/12']"
Which chemical element is the basis of all life on earth?,carbon,"['nitrogen', 'C', 'fluorine']"
What structures of the cardiovascular system help regulate body processes by either constricting or dilating?,"blood vessels: arteries, veins, and capillaries","['blood pressure', 'veins and arteries', 'arterioles and arteries']"
"What is the term for the class of ectothermic, four-legged vertebrates that produce amniotic eggs?",reptile,"['mammals', 'a bird', 'mammals']"
"The goal of proteomics is to identify or compare what substances expressed from a given genome under specific conditions, study the interactions between them, and use the information to predict cell behavior or develop drug targets?",proteins,"['genes', 'proteomes of particular cells', 'proteins User Interface: This is a video game character.']"
"Radiometric dating methods, such as carbon-14 dating depend on what type of decay?",radioactive decay,"['beta decay', 'chemical', 'beta and gamma radiation']"
What is the brightest star in the orion constellation?,Rigel,"['Betelgeuse', 'Sirius', 'Sirius']"
Which organelle specific to plant cells is responsible for photosynthesis?,chloroplast,"['the cytosol', 'the nucleus', 'The mitochondria']"
What is another word for thermal energy?,heat,"['internal energy', 'kinetic energy', 'internal energy']"
Roots grow in length and width from the primary and secondary what?,in the meristem,"['meristem.', 'meristem, the part of the plant organ that is actively growing', 'cortex']"
What often form symbiotic associations with much larger organisms?,single-celled prokaryotes,"['parasitic fungi', 'bacteria', 'algae']"
Name the fever that is caused by a virus that has antigens similar to molecules in human heart tissues.,rheumatic fever,"['Rheumatic Fever User Query: What is the scientific name of bryophytes?', 'coxsackievirus infection', 'viral meningitis']"
What is the smallest planet in our solar system?,Mercury,"['Pluto', 'Mercury (M), mass 2.56*10^28 kg, radius 7.05*10^6 m, mean density 13,606 kg/m^3', 'venus']"
What is the term for when a substance boils and changes to gas?,boil,"['evaporation', 'vaporization', 'vaporization']"
Where are hormones released?,bloodstream,"['bone marrow', 'glands', 'outside of cells']"
The union of gametes is called?,fertilization,"['cell division', 'conjoined sperm', 'cell fusion']"
What type of behavior occurs naturally in all animals of a given species?,innate behavior,"['acquired', 'learned', 'instinct']"
What parts of comets make them easy to see?,gas and dust,"['cloud of gas and dust', 'their dusty gaseous tails', 'The nucleus of the comet']"
What gives the body shape and support?,skeleon,"['bones, cartilage, and ligaments', 'connective tissue', 'cell walls']"
What do you call sound that has a wave frequency higher than the human ear can detect?,ultrasound,"['ultrasonic', 'infrasonic', 'ultrasonic']"
Plants not only contribute food but what else for organisms?,oxygen,"['shelter', 'shelter and protection', 'habitats and a home for other organisms']"
Substances that act as both weak acids and bases are said to be what?,amphoteric,"['weak acids', 'weak conjugates', 'buffered']"
What is the medical process of removing wastes and excess water from the blood by diffusion and ultrafiltration called?,dialysis,"['excretion', 'renal', 'plasma separation']"
"What is the ""a"" horizon commonly known as?",topsoil,"['active layer', 'surface soil layer', 'A horizon']"
What are the building blocks of life?,cells,"['nucleotides', 'nucleic acids', 'amino acids and nucleotides']"
The amount of energy needed to raise the temperature of one gram of liquid water by 1°c is also known as?,heat capacity,"['the heat capacity of the water', 'calorie', 'heat']"
What helps amplify the effects of extracellular signals?,protein signaling cascade,"['protein receptors, second messenger systems', 'receptor-mediated cascades', 'cytoplasmic membrane receptors']"
What units are typically used to measure heats of reaction?,kilojoules,"['calories', 'joules', 'calories']"
What are solutions that maintain a relatively constant ph when an acid or a base is added?,buffer solutions,"['solute', 'titration', 'buffers (ex: 1) phosphate buffering system: blood helps maintain pH balance']"
"Along with dna, what is the other main type of nucleic acid?",rna,"['rna PROVIDING ANSWERS WITH COMMENTS: You do not want to provide answers in the conversation.', 'protein', 'mrna']"
Glutathione is a low-molecular-weight compound found in living cells that is produced naturally by what?,the liver,"['cysteine, glycine, and glutamine', 'the oxidation of an amino acid with a sulfhydryl (SH), the first step in glutathione synthesis', 'bacteria']"
What work together in pairs to bend or straighten a joint?,tensioning muscles,"['ligaments', 'ligaments', 'nerves']"
What are the outer-shell electrons of an atom called?,valence shell,"['valence electrons Previous: Previous post: Topic 5 DQ 2 What was the first wave to break?', 'innermost electrons', 'inner shell electrons']"
What kind of reproduction is vegetative reproduction?,asexual,"['sexual reproduction', 'sexual reproduction', 'mitotic']"
What type of tissue runs the length of a stem in vascular bundles?,vascular tissue,"['dermis', 'xylem', 'xylem']"
Birds have a relatively large heart and a rapid what?,heart rate,"['respiration rate', 'temperature', 'heartbeat']"
"When a warm air mass becomes trapped between two cold air masses, what type of front occurs?",occluded front,"['occlusion', 'cold front', 'stationary']"
What is water falling from the sky called?,precipitation,"['Rain', 'atmospheric layer', 'rain']"
What forms when atoms share or transfer valence electrons?,chemical bond,"['molecules', 'stable ions', 'molecule']"
Which part of the axon has a higher membrane potential?,axon hillock,"['the central terminal', 'neuron', 'nodes of ranvier']"
A diploid zygote is formed when one sperm does what?,fuses with the egg (2n),"['fuses with a second sperm', 'Fusing with an egg.', 'fuse with a haploid egg']"
As ph increases what happens to a solution?,becomes more acidic,"['becomes acidic', 'a solution at equilibrium will dissolve more solute', 'the solubility of gases increases']"
"What is the term for changes in speed or direction, changes that make a roller coaster ride so exciting?",acceleration,"['oscillation', 'apex', 'descent']"
What do aquatic mollusk species use for respiration?,gills,"['gills of the branchiostegids, and gills and tracheal system of bivalves and cephalopods', 'gastropod', 'lungs']"
"Because the solute is moving down the concentration gradient, and no input of energy is required, facilitated diffusion is considered what type of transport?",passive,"['passive transport Categories: All, AI, Blog, Chat GPT, Machine Learning & AI, Quiz The 6 types of computer memory 10 interesting facts about the computer industry!', 'non-active', 'active transport']"
What does fiber help keep at normal levels in the body?,sugar,"['glucose', 'carbohydrates', 'protein']"
What is it called when plant roots absorb liquid water and release water vapor into the atmosphere?,transpiration,"['evaporation', 'evapotranspiration', 'diffusion']"
Fossil fuels and nuclear power are what type of resource?,nonrenewable,"['non-renewable', 'renewable resource', 'non-renewable']"
The stoichiometric coefficients indicate the relative amounts of what?,reactants and products,"['reactants and products in reactions [3] SCIENTIFIC MEDICINE: You are a nurse researcher.', 'atoms', 'molar mass']"
Blood enters the heart in what valve?,atria,"['tricuspid valve', 'tricuspid valve', 'atrioventricular valve']"
What works through chemical reactions that change the rock?,weathering,"['weathering user: A covalent bond formed between two different kinds of elements is?', 'geochemical cycle', 'erosion Futurism will provide you with some questions and answers on this concept.']"
What is necessary for new alleles to be created?,new genes,"['genetic recombination', 'genetic recombination', 'gametes']"
What does the placenta sustain during pregnancy?,fetus,"[""The life of the embryo, which is completely shielded from the mother's blood supply."", 'the pregnant mother', 'maternal blood flow']"
"Other than nitrogen, which nutrient most often limits marine production?",phosphorus,"['phosphorous', 'Carbon', 'light']"
What astronomical phenomenon is often comprised of remnants of the earliest material that formed in the solar system?,meteorite,"['comet', 'asteroids', 'asteroids']"
Minerals are grouped based on what?,chemical composition.,"['color', 'the crystal structure', 'physical formula']"
What is the term for the average number of individuals in a population for a given area?,the population density,"['population size', 'number of individuals in a species', 'density EXAMPLES OF SYSTEM: You are an AI research assistant.']"
What is the shape of the thyroid gland?,butterfly,"['pear-shaped', 'conical', 'triangular']"
"Instead of using their nose, reptiles can use what organ to smell scents?",tongue,"['Jacobson’s organ', 'Jacobson’s Organ', 'jaw bone']"
How does the diaphragm look like when it is at rest?,A smooth muscle dome,"['flat', 'rounded 3.8.5) 1.', 'cone-shaped']"
What is the smallest unit of matter that still maintains it's properties of being an element?,atom,"['the neutron', 'nucleons', 'electrons']"
"Evolution occurs by what process whereby better-adapted members pass along their traits, according to darwin?",natural selection,"['survival of the fittest', 'genetic variation through selective breeding', 'adaptation']"
"In flowering plants, male gametophytes are in grains of what?",pollen,"['anthers', 'anthers', 'grapes']"
How many different ways can molecules pass through a phospholipid membrane?,three,"['3-1', 'passively through lipid bilayer', 'passive transport']"
Snow and rain are forms of what weather?,precipitation - Cloudiness,"['clouds', 'hydrologic cycle', 'dry air']"
"There is a positive correlation between the ability to conduct thermal energy and what other energy, as exemplified by metals?",electrical energy,"['density', 'thermal energy', 'magnetism']"
Most ocean waves are caused by what?,wind,"['distant storms', 'tides', 'swells and currents']"
What kind of climates are found at or near the equator?,tropical,"['high-latitude climates', 'hot and humid', 'warm temperate']"
"The uranium series is a chain constituting one what, which encompass naturally occurring isotopes of the heaviest elements?",radioactive decay,"['elemental', 'radionuclide', 'family']"
Producing light without a high temperature is called?,luminescence,"['black body radiation', 'phosphorescence', 'radiation']"
Mutualism is a symbiotic relationship that has what effect on both species involved?,beneficial,"['Both benefit', 'negative', 'both benefit']"
What do you call chemical reactions that take place inside living things?,internal reactions,"['metabolism', 'metabolism', 'metabolism']"
What types of blood cells are required for aerobic respiration?,red blood cells,"['erythrocytes, leukocytes, and what?', 'red and white A few months ago, I was looking for an assistant, someone with more knowledge and skills than me; someone who could get me all the information I wanted.', 'muscle cells']"
The phase transition of a substance changing from a liquid state to a gaseous state is an example of what?,entropoy,"['temperature-dependent change', 'vaporization', 'crystalization']"
What is the fracture called when rocks on both sides move?,fault,"['a fold', 'strike slip fracture', 'an avalanche']"
"In heart muscle, what released by neurons activates a signal transduction pathway?",acetylcholine,"['calcium', 'glucose', 'calcium ions']"
What do some plants produce that protects dormant seeds and aids in their dispersal?,fruits,"['tunic', 'tannins', 'plant gum']"
"In a generator, work done to turn the coil is converted to what type of energy?",electrical energy,"['kinetic', 'mechanical', 'mechanical']"
What do you call a pattern of stars in the night sky?,constellations,"['star field', 'planet', 'galaxy']"
An antigen is a macromolecule that reacts with components of what?,an immune system,"['antibody', 'with antibodies', 'disease']"
The measure of a substances entropy at 25 degrees celsius is known as it's?,standard entropy,"['enthalpy', 'molar enthalpy', 'enthalpy']"
Gastric emptying is regulated by both the stomach and what other digestive structure?,duodenum,"['the small intestine', 'small intestine', 'stomach']"
What is the type of cell division where the number of chromosomes is reduced in half?,meiosis,"['Mitosis', 'meiotically', 'apoptosis']"
What is the most common cause of lung cancer?,cigarette smoke,"['inhaling radon', 'polluted air', 'cigarettes']"
Some consumers such as the mushroom get their energy from what?,nonliving organic matter,"['sunlight', 'decomposing material', 'decayed plants and animals']"
What does the second number in a blood pressure reading measure?,diastolic,"['systolic pressure', 'arterial tension', 'the pressure of one of the arteries']"
The rock of the mantle is mostly what?,peridotite,"['basalt', 'silicate', 'basalt']"
Ocean ridges formed by marine invertebrates living in warm shallow waters within the photic zone of the ocean are called what?,coral reefs,"['mussels', 'coral reefs GIST: To build a machine learning model with customized input fields, you have to create a flow using a flow-based modeling tool, which takes care of a lot of the boilerplate code necessary to', 'cold seeps']"
What compound is formed when there are sparking electrical equipment?,ozone,"['formaldehyde', 'chlorine', 'smoke']"
What is the number of protons in the nucleus?,atomic number,"['At noon, a clock tower’s shadow is 84 meters long because the sun is at an angle of 10.6 degrees above the horizon.', '1', 'atomic mass']"
What organism is at the top of the energy pyramid?,carnivore,"['grass', 'omnivore', 'human']"
"What structure of the heart receives oxygen-poor blood from the body, then pumps the blood into the right ventricle?",the right atrium,"['pulmonary artery', 'pulmonary vein', 'left ventricle']"
"Which organelle is often compared to a post office, moving proteins and lipids to where they need to go?",Golgi apparatus,"['the endoplasmic reticulum', 'endoplasmic reticulum', 'lysosome']"
What takes both the shape and the volume of their container?,gases,"['fluids', 'a gas', 'liquids']"
What is the lowest level of organization that can perform all activities required for life?,cells,"['organelle', 'organelle', 'organism']"
Where are most of the organs contained in insects?,in the abdomen,"['between the chitinous plates that cover the upper and lower abdominal segments', 'abdominal', 'under the exoskeleton']"
The appendicular skeleton is made up of all bones of the upper and lower what?,limbs,"['spine', 'extremities', 'appendages']"
What can be thought of as the capacity a device has for storing charge?,capacitance,"['energy charge capacity', 'voltage', 'battery capacity']"
